id,comunidad,parroquia,parroquia_id,municipio,municipio_id
09080424860,EL TUQUE,Mapararí,4,Federación,8
09080424861,EL TURAL,Mapararí,4,Federación,8
09080424862,EL VALLE,Mapararí,4,Federación,8
09080424863,EL VENADO,Mapararí,4,Federación,8
09080424864,JUSAL,Mapararí,4,Federación,8
09080424865,LA CHARA,Mapararí,4,Federación,8
09080424866,LA CIENAGA,Mapararí,4,Federación,8
09080424867,LA CUSUCA,Mapararí,4,Federación,8
09080424868,LA FILA,Mapararí,4,Federación,8
09080424869,LA FLORIDA,Mapararí,4,Federación,8
09080424870,LA GARZA,Mapararí,4,Federación,8
09080424871,LA LANA,Mapararí,4,Federación,8
09080424872,LA LLANADITA,Mapararí,4,Federación,8
09080424873,LA LOMA DE JUSAL,Mapararí,4,Federación,8
09080424874,LA MONTANITA,Mapararí,4,Federación,8
09080424875,LA PLAZA,Mapararí,4,Federación,8
09080424876,LA PLUMITA,Mapararí,4,Federación,8
09080424877,LA QUIETUD,Mapararí,4,Federación,8
09080424878,LA SABANA,Mapararí,4,Federación,8
09080424879,LA TURAGUA,Mapararí,4,Federación,8
09080424880,LA VEGA,Mapararí,4,Federación,8
09080424881,LA VEGUITA,Mapararí,4,Federación,8
09080424882,LAS CRUCECITAS,Mapararí,4,Federación,8
09080424883,LAS TIBURCIAS,Mapararí,4,Federación,8
09080424884,LONDRES,Mapararí,4,Federación,8
09080424885,LOS BOTALONES,Mapararí,4,Federación,8
09080424886,LOS LIRIALES,Mapararí,4,Federación,8
09080424887,LOS PASOS,Mapararí,4,Federación,8
09080424888,LOS PLAYONES,Mapararí,4,Federación,8
09080424889,MAMON PINTADO,Mapararí,4,Federación,8
09080424890,MAPARARI,Mapararí,4,Federación,8
09080424891,MAPARARI CENTRO,Mapararí,4,Federación,8
09080424892,MAPARI,Mapararí,4,Federación,8
09080424893,MAPURE,Mapararí,4,Federación,8
09080424894,MARIRI,Mapararí,4,Federación,8
09080424895,OJO DE AGUA,Mapararí,4,Federación,8
09080424896,PARACOTE,Mapararí,4,Federación,8
09080424897,PARACOTO,Mapararí,4,Federación,8
09080424898,PARAPARO,Mapararí,4,Federación,8
09080424899,PARARILLE,Mapararí,4,Federación,8
09080424900,PIRITAL,Mapararí,4,Federación,8
09080424901,POZO REDONDO,Mapararí,4,Federación,8
09080424902,PUEBLO NUEVO,Mapararí,4,Federación,8
09080424903,QUIRIGUA,Mapararí,4,Federación,8
09080424904,REAL Y MEDIO,Mapararí,4,Federación,8
09080424905,SABANA ALTA,Mapararí,4,Federación,8
09080424906,SAN JOAQUIN,Mapararí,4,Federación,8
09080424907,SAN JOSE,Mapararí,4,Federación,8
09080424908,SAN PEDRO,Mapararí,4,Federación,8
09080424909,SANTA EDUVIGIS,Mapararí,4,Federación,8
09080424910,SANTA RITA,Mapararí,4,Federación,8
09080424911,SANTA ROSA,Mapararí,4,Federación,8
09080424912,SANTA TERESA,Mapararí,4,Federación,8
09080424913,TRUJILLITO,Mapararí,4,Federación,8
09080424914,TURAGUAL,Mapararí,4,Federación,8
09080424915,VILLA ADELA,Mapararí,4,Federación,8
09080524916,BARRIO NUEVO,El Pauji,5,Federación,8
09080524917,CHIGUIRE,El Pauji,5,Federación,8
09080524918,EL PAUJI,El Pauji,5,Federación,8
09080524919,GALLONES,El Pauji,5,Federación,8
09080524920,GAYONES,El Pauji,5,Federación,8
09080524921,GUARABAL,El Pauji,5,Federación,8
09080524922,LA ESTACION,El Pauji,5,Federación,8
09080524923,LA PALZA,El Pauji,5,Federación,8
09080524924,LA PLAZA,El Pauji,5,Federación,8
09080524925,LA SOLEDAD,El Pauji,5,Federación,8
09080524926,LA TAMABOA,El Pauji,5,Federación,8
09080524927,LAS PLAYITAS,El Pauji,5,Federación,8
09080524928,LOS TECALES,El Pauji,5,Federación,8
09080524929,MAPARA,El Pauji,5,Federación,8
09080524930,MAPARA ABAJO,El Pauji,5,Federación,8
09080524931,SAN FRANCISCO,El Pauji,5,Federación,8
09080524932,SAN RAMON,El Pauji,5,Federación,8
09080524933,TIGRE SENTADO,El Pauji,5,Federación,8
09090124934,ANDRES ELOY BLANCO,Mene de Mauroa,1,Mauroa,9
09090124935,BELLA FLORES,Mene de Mauroa,1,Mauroa,9
09090124936,BICENTENARIO,Mene de Mauroa,1,Mauroa,9
09090124937,CACIQUE MAUROA,Mene de Mauroa,1,Mauroa,9
09090124938,CAMPO PINITA,Mene de Mauroa,1,Mauroa,9
09090124939,CARACOLI,Mene de Mauroa,1,Mauroa,9
09090124940,CARDON SOLO,Mene de Mauroa,1,Mauroa,9
09090124941,CENTRO,Mene de Mauroa,1,Mauroa,9
09090124942,CERRO ARRIBA,Mene de Mauroa,1,Mauroa,9
09090124943,CERRO LA ESPERANZA,Mene de Mauroa,1,Mauroa,9
09090124944,CERRO LA MIRANDA,Mene de Mauroa,1,Mauroa,9
09090124945,CERRO LOS GARCIAS,Mene de Mauroa,1,Mauroa,9
09090124946,CERRO MIRAFLORES,Mene de Mauroa,1,Mauroa,9
09090124947,CERRO PANTALEON MELLADO,Mene de Mauroa,1,Mauroa,9
09090124948,CHAPARRALES,Mene de Mauroa,1,Mauroa,9
09090124949,CHE GUEVARA,Mene de Mauroa,1,Mauroa,9
09090124950,CHIMBORAZO,Mene de Mauroa,1,Mauroa,9
09090124951,CURAZAO,Mene de Mauroa,1,Mauroa,9
09090124952,EL CARACOLI,Mene de Mauroa,1,Mauroa,9
09090124953,EL CARMEN,Mene de Mauroa,1,Mauroa,9
09090124954,EL LAMEDERO,Mene de Mauroa,1,Mauroa,9
09090124955,EL PALMAR,Mene de Mauroa,1,Mauroa,9
09090124956,EL SEIS,Mene de Mauroa,1,Mauroa,9
09090124957,LA GLORIA,Mene de Mauroa,1,Mauroa,9
09090124958,JOBO ABAJO,Mene de Mauroa,1,Mauroa,9
09090124959,JOSEFA CAMEJO,Mene de Mauroa,1,Mauroa,9
09090124960,KM 16 SARA PORTEL,Mene de Mauroa,1,Mauroa,9
09090124961,LA AUYAMA,Mene de Mauroa,1,Mauroa,9
09090124962,LA CASTELLANA,Mene de Mauroa,1,Mauroa,9
09090124963,LA CEIBA,Mene de Mauroa,1,Mauroa,9
09090124964,LA CHAMARRETA,Mene de Mauroa,1,Mauroa,9
09090124965,LA COMPAÑIA,Mene de Mauroa,1,Mauroa,9
09090124966,DEMOCRACIA,Mene de Mauroa,1,Mauroa,9
09090124967,LA FLORESTA,Mene de Mauroa,1,Mauroa,9
09090124968,LA FORTALEZA,Mene de Mauroa,1,Mauroa,9
09090124969,LA LINEA,Mene de Mauroa,1,Mauroa,9
09090124970,LA LUCIA,Mene de Mauroa,1,Mauroa,9
09090124971,LA MONA,Mene de Mauroa,1,Mauroa,9
09090124972,LA PUERTA,Mene de Mauroa,1,Mauroa,9
09090124973,LA RADAL,Mene de Mauroa,1,Mauroa,9
09090124974,LA REFORMA,Mene de Mauroa,1,Mauroa,9
09090124975,LA Y,Mene de Mauroa,1,Mauroa,9
09090124976,LAMEDERO,Mene de Mauroa,1,Mauroa,9
09090124977,LAS 4 CASAS,Mene de Mauroa,1,Mauroa,9
09090124978,LAS 6 CASAS,Mene de Mauroa,1,Mauroa,9
09090124979,LAS CUATRO BOCAS,Mene de Mauroa,1,Mauroa,9
09090124980,LAS MERCEDES,Mene de Mauroa,1,Mauroa,9
09090124981,LAS MESAS,Mene de Mauroa,1,Mauroa,9
09090124982,LAS MESITAS,Mene de Mauroa,1,Mauroa,9
09090124983,LAS TRINCHERAS,Mene de Mauroa,1,Mauroa,9
09090124984,LOS CHIPES,Mene de Mauroa,1,Mauroa,9
09090124985,LOS CLARITOS,Mene de Mauroa,1,Mauroa,9
09090124986,LOS CLAROS,Mene de Mauroa,1,Mauroa,9
09090124987,LOS CORTIJOS DE LOURDES,Mene de Mauroa,1,Mauroa,9
09090124988,LOS CRISTALES,Mene de Mauroa,1,Mauroa,9
09090124989,LOS CUJICITOS,Mene de Mauroa,1,Mauroa,9
09090124990,LOS DIVIDIVES,Mene de Mauroa,1,Mauroa,9
09090124991,LOS INDIOS,Mene de Mauroa,1,Mauroa,9
09090124992,LOS TIGRECITOS,Mene de Mauroa,1,Mauroa,9
09090124993,MENE MAUROA,Mene de Mauroa,1,Mauroa,9
09090124994,MESA BURGUERA,Mene de Mauroa,1,Mauroa,9
09090124995,MESETA DE SANTA CLARA,Mene de Mauroa,1,Mauroa,9
09090124996,MONTE SACRO,Mene de Mauroa,1,Mauroa,9
09090124997,NUEVA FINCA,Mene de Mauroa,1,Mauroa,9
09090124998,PAPAYAL,Mene de Mauroa,1,Mauroa,9
09090124999,PARQUE FERIAL,Mene de Mauroa,1,Mauroa,9
09090125000,PRINGAMOSA II ETAPA,Mene de Mauroa,1,Mauroa,9
09090125001,PUEBLO APARTE,Mene de Mauroa,1,Mauroa,9
09090125002,PUEBLO NUEVO,Mene de Mauroa,1,Mauroa,9
09090125003,PUEBLO NUEVO NORTE,Mene de Mauroa,1,Mauroa,9
09090125004,PUEBLO VIEJO,Mene de Mauroa,1,Mauroa,9
09090125005,PUEBLO VIEJO CENTRO,Mene de Mauroa,1,Mauroa,9
09090125006,RIO CHIQUITO,Mene de Mauroa,1,Mauroa,9
09090125007,ROCA FUERTE,Mene de Mauroa,1,Mauroa,9
09090125008,SABANA GRANDE,Mene de Mauroa,1,Mauroa,9
09090125009,SABANETA,Mene de Mauroa,1,Mauroa,9
09090125010,SAN ISIDRO,Mene de Mauroa,1,Mauroa,9
09090125011,SANTA ANA,Mene de Mauroa,1,Mauroa,9
09090125012,SANTA CRUZ,Mene de Mauroa,1,Mauroa,9
09090125013,SANTA ELENA,Mene de Mauroa,1,Mauroa,9
09090125014,SANTA RITA,Mene de Mauroa,1,Mauroa,9
09090125015,SANTA ROSA,Mene de Mauroa,1,Mauroa,9
09090125016,SECTOR EL CUATRO,Mene de Mauroa,1,Mauroa,9
09090125017,SECTOR LA PRINGAMOSA,Mene de Mauroa,1,Mauroa,9
09090125018,SECTOR LA PUERTA,Mene de Mauroa,1,Mauroa,9
09090125019,SECTOR LAS 4 CASAS,Mene de Mauroa,1,Mauroa,9
09090125020,SIMONA,Mene de Mauroa,1,Mauroa,9
09090125021,TIGRECITOS,Mene de Mauroa,1,Mauroa,9
09090125022,UNION VENECIA,Mene de Mauroa,1,Mauroa,9
09090125023,UVERITO,Mene de Mauroa,1,Mauroa,9
09090125024,VALLE Y VUELVE,Mene de Mauroa,1,Mauroa,9
09090125025,VATICANO,Mene de Mauroa,1,Mauroa,9
09090125026,ZAMORANO,Mene de Mauroa,1,Mauroa,9
09090182134,SANTANA,Mene de Mauroa,1,Mauroa,9
09090225027,40 PESOS,Casigua,2,Mauroa,9
09090225028,ADABABURE,Casigua,2,Mauroa,9
09090225029,AGUA VIVA,Casigua,2,Mauroa,9
09090225030,ANTIGUA,Casigua,2,Mauroa,9
09090225031,ANTONIO,Casigua,2,Mauroa,9
09090225032,ARROYO HONDO,Casigua,2,Mauroa,9
09090225033,BARAJA,Casigua,2,Mauroa,9
09090225034,BARRANCAS,Casigua,2,Mauroa,9
09090225035,BORAURE,Casigua,2,Mauroa,9
09090225036,BORAURE ABAJO,Casigua,2,Mauroa,9
09090225037,BOTIJUELA,Casigua,2,Mauroa,9
09090225038,BUENOS AIRES,Casigua,2,Mauroa,9
09090225039,CABECERITA,Casigua,2,Mauroa,9
09090225040,CACHICAMO,Casigua,2,Mauroa,9
09090225041,CAMPO MEDIA,Casigua,2,Mauroa,9
09090225042,CAPANA,Casigua,2,Mauroa,9
09090225043,CARITIVAN,Casigua,2,Mauroa,9
09090225044,CASIGUA,Casigua,2,Mauroa,9
09090225045,CHIPORORITO,Casigua,2,Mauroa,9
09090225046,CHIRINO,Casigua,2,Mauroa,9
09090225047,CUARENTA PESOS,Casigua,2,Mauroa,9
09090225048,CURAZAO,Casigua,2,Mauroa,9
09090225049,EL AUYAMAL,Casigua,2,Mauroa,9
09090225050,EL BRASIL,Casigua,2,Mauroa,9
09090225051,EL CAIMITO,Casigua,2,Mauroa,9
09090225052,EL CAMARE,Casigua,2,Mauroa,9
09090225053,EL CASETAL,Casigua,2,Mauroa,9
09090225054,EL CERCADO,Casigua,2,Mauroa,9
09090225055,EL COPEY,Casigua,2,Mauroa,9
09090225056,EL DIAMANTE,Casigua,2,Mauroa,9
09090225057,EL HATICO,Casigua,2,Mauroa,9
09090225058,EL JEBE,Casigua,2,Mauroa,9
09090225059,EL LINDOSO,Casigua,2,Mauroa,9
09090225060,EL QUINCE,Casigua,2,Mauroa,9
09090225061,EL RAMAL,Casigua,2,Mauroa,9
09090225062,EL RINCON,Casigua,2,Mauroa,9
09090225063,EL SORDO,Casigua,2,Mauroa,9
09090225064,EL ZAMURO,Casigua,2,Mauroa,9
09090225065,ESTANQUE VIEJO,Casigua,2,Mauroa,9
09090225066,GARCITAS,Casigua,2,Mauroa,9
09090225067,GUAGUANA,Casigua,2,Mauroa,9
09090225068,GUAYABAL,Casigua,2,Mauroa,9
09090225069,HAGUAZAMU,Casigua,2,Mauroa,9
09090225070,JADAGUA,Casigua,2,Mauroa,9
09090225071,JUBACEA,Casigua,2,Mauroa,9
09090225072,LA ASUNCION,Casigua,2,Mauroa,9
09090225073,LA BOMBA,Casigua,2,Mauroa,9
09090225074,LA CUCHARA,Casigua,2,Mauroa,9
09090225075,LA ENRAMADA,Casigua,2,Mauroa,9
09090225076,LA FE,Casigua,2,Mauroa,9
09090225077,LA FLORIDA,Casigua,2,Mauroa,9
09090225078,LA LUZ,Casigua,2,Mauroa,9
09090225079,LA MONTANITA,Casigua,2,Mauroa,9
09090225080,LA SHELL,Casigua,2,Mauroa,9
09090225081,LA SIBUCARA,Casigua,2,Mauroa,9
09090225082,LA VEGA,Casigua,2,Mauroa,9
09090225083,LAS CABECERITAS,Casigua,2,Mauroa,9
09090225084,LAS COCUIZAS,Casigua,2,Mauroa,9
09090225085,LAS CRUCECITAS,Casigua,2,Mauroa,9
09090225086,LAS CRUCES,Casigua,2,Mauroa,9
09090225087,LAS CUATRO BOCAS,Casigua,2,Mauroa,9
09090225088,LAS PALMAS,Casigua,2,Mauroa,9
09090225089,LLANITOS DE CIERVA,Casigua,2,Mauroa,9
09090225090,LLANO LARGO,Casigua,2,Mauroa,9
09090225091,LOS ACEITUNOS,Casigua,2,Mauroa,9
09090225092,LOS CAÑOS,Casigua,2,Mauroa,9
09090225093,LOS CAOBOS,Casigua,2,Mauroa,9
09090225094,LOS HATICOS,Casigua,2,Mauroa,9
09090225095,LOS LLANITOS,Casigua,2,Mauroa,9
09090225096,LOS PEDRO,Casigua,2,Mauroa,9
09090225097,LOS PEDROS,Casigua,2,Mauroa,9
09090225098,LOS POSONES,Casigua,2,Mauroa,9
09090225099,LOS RABOS,Casigua,2,Mauroa,9
09090225100,LOS RANCHOS,Casigua,2,Mauroa,9
09090225101,LOS VALLES,Casigua,2,Mauroa,9
09090225102,MAJADITA,Casigua,2,Mauroa,9
09090225103,MASUID,Casigua,2,Mauroa,9
09090225104,MATICORA,Casigua,2,Mauroa,9
09090225105,MONTANGUAY,Casigua,2,Mauroa,9
09090225106,MONTANITA ARRIBA,Casigua,2,Mauroa,9
09090225107,MONTAÑITA ABAJO,Casigua,2,Mauroa,9
09090225108,MONTE VERDE,Casigua,2,Mauroa,9
09090225109,OMONO,Casigua,2,Mauroa,9
09090225110,OSORIO,Casigua,2,Mauroa,9
09090225111,OSORIO ABAJO,Casigua,2,Mauroa,9
09090225112,PACHECO,Casigua,2,Mauroa,9
09090225113,PARAGUAY,Casigua,2,Mauroa,9
09090225114,PRINCIPAL,Casigua,2,Mauroa,9
09090225115,PUEBLO VIEJO,Casigua,2,Mauroa,9
09090225116,PUERTO RICO,Casigua,2,Mauroa,9
09090225117,RANCHO GRANDE,Casigua,2,Mauroa,9
09090225118,RENACER,Casigua,2,Mauroa,9
09090225119,RINCON DE LEON,Casigua,2,Mauroa,9
09090225120,SAN ANTONIO,Casigua,2,Mauroa,9
09090225121,SAN ESTEBAN,Casigua,2,Mauroa,9
09090225122,SAN FERNANDO,Casigua,2,Mauroa,9
09090225123,SAN FRANCISCO,Casigua,2,Mauroa,9
09090225124,SAN JUAN,Casigua,2,Mauroa,9
09090225125,SAN RAFAEL,Casigua,2,Mauroa,9
09090225126,SAN RAFAEL LA LUZ,Casigua,2,Mauroa,9
09090225127,SAN VICENTE,Casigua,2,Mauroa,9
09090225128,SANTA MARIA,Casigua,2,Mauroa,9
09090225129,SOCERBOJUD,Casigua,2,Mauroa,9
09090225130,SUR,Casigua,2,Mauroa,9
09090225131,TANQUE ONOTO,Casigua,2,Mauroa,9
09090225132,TARICA,Casigua,2,Mauroa,9
09090225133,VARGUITAS,Casigua,2,Mauroa,9
09090225134,VERA VACO,Casigua,2,Mauroa,9
09090225135,ZAHARITAL,Casigua,2,Mauroa,9
09090281306,BARRANCA,Casigua,2,Mauroa,9
09090325136,BARRANCAS,San Félix,3,Mauroa,9
09090325137,CAUJARITO,San Félix,3,Mauroa,9
09090325138,CHIRIGUARE,San Félix,3,Mauroa,9
09090325139,CIVIRA,San Félix,3,Mauroa,9
09090325140,CORDERO,San Félix,3,Mauroa,9
09090325141,CORRALITO,San Félix,3,Mauroa,9
09090325142,EL ARROYO,San Félix,3,Mauroa,9
09090325143,EL LLANITO,San Félix,3,Mauroa,9
09090325144,EL ULTIMO TIRO,San Félix,3,Mauroa,9
09090325145,LA GUAJIRA,San Félix,3,Mauroa,9
09090325146,LAS DELICIAS,San Félix,3,Mauroa,9
09090325147,LAS FARIAS,San Félix,3,Mauroa,9
09090325148,LAS VERITAS,San Félix,3,Mauroa,9
09090325149,LOS CACHOS,San Félix,3,Mauroa,9
09090325150,LOS CUJICITOS,San Félix,3,Mauroa,9
09090325151,LOS INDIOS,San Félix,3,Mauroa,9
09090325152,SAN FELIX,San Félix,3,Mauroa,9
09090325153,TERRONAL,San Félix,3,Mauroa,9
09090381307,KM7,San Félix,3,Mauroa,9
09100125154,5 DE JULIO,San Antonio,1,Miranda,10
09100125155,AMPIES,San Antonio,1,Miranda,10
09100125156,ARENAL,San Antonio,1,Miranda,10
09100125157,ARISTIDES CALVANI,San Antonio,1,Miranda,10
09100125158,AURORA SUR DE SABANETA,San Antonio,1,Miranda,10
09100125159,BARRIALITO,San Antonio,1,Miranda,10
09100125160,BARRILITO,San Antonio,1,Miranda,10
09100125161,BLANQUILLO,San Antonio,1,Miranda,10
09100125162,BOBARE,San Antonio,1,Miranda,10
09100125163,BOBARE SUR,San Antonio,1,Miranda,10
09100125164,BOCA DE TOCUYO,San Antonio,1,Miranda,10
09100125165,BRISAS DE IRACARA,San Antonio,1,Miranda,10
09100125166,BUCAREMOCHO,San Antonio,1,Miranda,10
09100125167,BUENA VISTA,San Antonio,1,Miranda,10
09100125168,CABECERA,San Antonio,1,Miranda,10
09100125169,CABUDARE,San Antonio,1,Miranda,10
09100125170,CAMARA,San Antonio,1,Miranda,10
09100125171,CAMARA ABAJO,San Antonio,1,Miranda,10
09100125172,CAMINO DE LOS ESPAÑOLES,San Antonio,1,Miranda,10
09100125173,CAMPO ALEGRE,San Antonio,1,Miranda,10
09100125174,CANIDE,San Antonio,1,Miranda,10
09100125175,CAPRICORNIO,San Antonio,1,Miranda,10
09100125176,CASCO DE MONAY,San Antonio,1,Miranda,10
09100125177,CENTRO,San Antonio,1,Miranda,10
09100125178,CHIMPIRE,San Antonio,1,Miranda,10
09100125179,CHIRIGUARE,San Antonio,1,Miranda,10
09100125180,CIENEGA Y CHORRO,San Antonio,1,Miranda,10
09100125181,CIRCULO MILITAR,San Antonio,1,Miranda,10
09100125182,COLOMBIA,San Antonio,1,Miranda,10
09100125183,CONCORDIA,San Antonio,1,Miranda,10
09100125184,CORUBO,San Antonio,1,Miranda,10
09100125185,CREPUSCULO CORIANO,San Antonio,1,Miranda,10
09100125186,CRUZ VERDE,San Antonio,1,Miranda,10
09100125187,CURAZAITO,San Antonio,1,Miranda,10
09100125188,EL ALTO DE LA ALEGRIA,San Antonio,1,Miranda,10
09100125189,EL BOSQUE,San Antonio,1,Miranda,10
09100125190,EL CARMELO,San Antonio,1,Miranda,10
09100125191,CAUJARAO,San Antonio,1,Miranda,10
09100125192,EL CUMBRE,San Antonio,1,Miranda,10
09100125193,EL GUAY,San Antonio,1,Miranda,10
09100125194,EL HATILLO,San Antonio,1,Miranda,10
09100125195,EL ISIRO,San Antonio,1,Miranda,10
09100125196,EL NARANJITO,San Antonio,1,Miranda,10
09100125197,EL OLIVO,San Antonio,1,Miranda,10
09100125198,EL PARAISO,San Antonio,1,Miranda,10
09100125199,EL PASO,San Antonio,1,Miranda,10
09100125200,EL RAMONAL,San Antonio,1,Miranda,10
09100125201,EL RECREO,San Antonio,1,Miranda,10
09100125202,EL RINCON,San Antonio,1,Miranda,10
09100125203,EL SALADILLO,San Antonio,1,Miranda,10
09100125204,EL SAMAN,San Antonio,1,Miranda,10
09100125205,EL TABLAZO,San Antonio,1,Miranda,10
09100125206,LAS EUGENIAS,San Antonio,1,Miranda,10
09100125207,EVA MEDINA,San Antonio,1,Miranda,10
09100125208,FLAMENCO,San Antonio,1,Miranda,10
09100125209,GRANJAS DE TIBANA,San Antonio,1,Miranda,10
09100125210,GUAYAPA,San Antonio,1,Miranda,10
09100125211,JOSE FELIX RIBAS,San Antonio,1,Miranda,10
09100125212,KM EL 26,San Antonio,1,Miranda,10
09100125213,LA ASUNCION,San Antonio,1,Miranda,10
09100125214,LA BOMBITA,San Antonio,1,Miranda,10
09100125215,LA CANDELARIA,San Antonio,1,Miranda,10
09100125216,LA CAÑADA,San Antonio,1,Miranda,10
09100125217,LA CHAPA,San Antonio,1,Miranda,10
09100125218,LA FLORIDA,San Antonio,1,Miranda,10
09100125219,LA GUINEA,San Antonio,1,Miranda,10
09100125220,LA LUCHA,San Antonio,1,Miranda,10
09100125221,LA MONTAÑITA CONEJAL,San Antonio,1,Miranda,10
09100125222,LA NEGRITA,San Antonio,1,Miranda,10
09100125223,LA PROVIDENCIA,San Antonio,1,Miranda,10
09100125224,LA REFORMA,San Antonio,1,Miranda,10
09100125225,LA SABILA,San Antonio,1,Miranda,10
09100125226,LA URBINA,San Antonio,1,Miranda,10
09100125227,LAS BRISAS,San Antonio,1,Miranda,10
09100125228,LAS CRUCES,San Antonio,1,Miranda,10
09100125229,LAS DELICIAS,San Antonio,1,Miranda,10
09100125230,LAS EUGENIAS,San Antonio,1,Miranda,10
09100125231,LAS MALVINAS,San Antonio,1,Miranda,10
09100125232,LAS MERCEDES,San Antonio,1,Miranda,10
09100125233,LAS PANELAS,San Antonio,1,Miranda,10
09100125234,LAS TRINCHERAS,San Antonio,1,Miranda,10
09100125235,LAS VARILLAS,San Antonio,1,Miranda,10
09100125236,LAS VELITAS,San Antonio,1,Miranda,10
09100125237,LOS BLOQUES,San Antonio,1,Miranda,10
09100125238,LOS CLARITOS,San Antonio,1,Miranda,10
09100125239,LOS MANGONES,San Antonio,1,Miranda,10
09100125240,LOS MEDANOS,San Antonio,1,Miranda,10
09100125241,LOS PEROZOS,San Antonio,1,Miranda,10
09100125242,LOS POCITOS,San Antonio,1,Miranda,10
09100125243,LOS PUENTES,San Antonio,1,Miranda,10
09100125244,LOS QUEMADOS,San Antonio,1,Miranda,10
09100125245,MACANILLAS,San Antonio,1,Miranda,10
09100125246,MARITE,San Antonio,1,Miranda,10
09100125247,MEACHICHE,San Antonio,1,Miranda,10
09100125248,MOISES RIVERO,San Antonio,1,Miranda,10
09100125249,MONSEÑOR ITURRIZA,San Antonio,1,Miranda,10
09100125250,MONTE VERDE,San Antonio,1,Miranda,10
09100125251,MURUCUSA,San Antonio,1,Miranda,10
09100125252,NUEVO BLAQUILLO,San Antonio,1,Miranda,10
09100125253,OCOROTE,San Antonio,1,Miranda,10
09100125254,OJO DE AGUA,San Antonio,1,Miranda,10
09100125255,OJO DE AGUA DE BARAURE,San Antonio,1,Miranda,10
09100125256,PALMA SOLA,San Antonio,1,Miranda,10
09100125257,PARCELAMIENTO CRUZ VERDE,San Antonio,1,Miranda,10
09100125258,PARCELAMIENTO CRUZ VERDE SECTOR NORTE,San Antonio,1,Miranda,10
09100125259,PLATERO,San Antonio,1,Miranda,10
09100125260,PLAYA NORTE,San Antonio,1,Miranda,10
09100125261,POZO NEGRO,San Antonio,1,Miranda,10
09100125262,PUEBLO APARTE,San Antonio,1,Miranda,10
09100125263,PUNTA DE MANGLE,San Antonio,1,Miranda,10
09100125264,RAMON YANEZ,San Antonio,1,Miranda,10
09100125265,ROMULO GALLEGOS,San Antonio,1,Miranda,10
09100125266,SABANA GRANDE,San Antonio,1,Miranda,10
09100125267,SAN ANTONIO,San Antonio,1,Miranda,10
09100125268,SAN DIEGO,San Antonio,1,Miranda,10
09100125269,SAN GREGORIO,San Antonio,1,Miranda,10
09100125270,SAN HILARIO,San Antonio,1,Miranda,10
09100125271,SAN ISIDRO,San Antonio,1,Miranda,10
09100125272,SAN JOSE,San Antonio,1,Miranda,10
09100125273,SAN JOSE DE SANARE,San Antonio,1,Miranda,10
09100125274,SAN JUAN DE ULUA,San Antonio,1,Miranda,10
09100125275,SAN LORENZO,San Antonio,1,Miranda,10
09100125276,SANARE ABAJO,San Antonio,1,Miranda,10
09100125277,SANTA JUANA,San Antonio,1,Miranda,10
09100125278,SANTA LUCIA,San Antonio,1,Miranda,10
09100125279,SANTA MARIA,San Antonio,1,Miranda,10
09100125280,SANTA ROSA,San Antonio,1,Miranda,10
09100125281,SIBURUA,San Antonio,1,Miranda,10
09100125282,TIBANA,San Antonio,1,Miranda,10
09100125283,TRAPICHITO,San Antonio,1,Miranda,10
09100125284,URIA,San Antonio,1,Miranda,10
09100125285,VALLE SUR,San Antonio,1,Miranda,10
09100125286,VELITA I LA LLAMA DE LA VELITA,San Antonio,1,Miranda,10
09100125287,VENEZUELA RIO SECO,San Antonio,1,Miranda,10
09100125288,VIENTO SUAVE,San Antonio,1,Miranda,10
09100125289,VIRGEN DEL CARMEN,San Antonio,1,Miranda,10
09100125290,ZAMBRANO,San Antonio,1,Miranda,10
09100125291,ZUMURUCUARE,San Antonio,1,Miranda,10
09100180401,CABUDARE II,San Antonio,1,Miranda,10
09100180402,CABUDARE III,San Antonio,1,Miranda,10
09100180506,CABUDARE I,San Antonio,1,Miranda,10
09100181308,JEBE NUEVO,San Antonio,1,Miranda,10
09100181309,CALLEJON ZARAGOZA,San Antonio,1,Miranda,10
09100181310,VELITA II,San Antonio,1,Miranda,10
09100181480,CIUDADELA NUESTRA VICTORIA,San Antonio,1,Miranda,10
09100181483,LIBERTADORES,San Antonio,1,Miranda,10
09100225292,5 DE JULIO,San Gabriel,2,Miranda,10
09100225293,BOBARE,San Gabriel,2,Miranda,10
09100225294,BOBARE SUR,San Gabriel,2,Miranda,10
09100225295,CARICUCHE,San Gabriel,2,Miranda,10
09100225296,CASCO HISTORICO,San Gabriel,2,Miranda,10
09100225297,CENTRO,San Gabriel,2,Miranda,10
09100225298,CHIMPIRE,San Gabriel,2,Miranda,10
09100225299,COVIOBRENCO,San Gabriel,2,Miranda,10
09100225300,COLINA,San Gabriel,2,Miranda,10
09100225301,CONCORDIA,San Gabriel,2,Miranda,10
09100225302,CORO - CHURUGUARA,San Gabriel,2,Miranda,10
09100225303,GUARECAL,San Gabriel,2,Miranda,10
09100225304,GUASIMAL,San Gabriel,2,Miranda,10
09100225305,HIERVALE,San Gabriel,2,Miranda,10
09100225306,HUEQUITO,San Gabriel,2,Miranda,10
09100225307,INDEPENDENCIA,San Gabriel,2,Miranda,10
09100225308,JAGUEICITO,San Gabriel,2,Miranda,10
09100225309,LA CUESTA,San Gabriel,2,Miranda,10
